"sku","_store","_attribute_set","_type","_category","_root_category","_product_websites","author","book_year","color","condition","cost","country_of_manufacture","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","description","edition","format","gallery","gift_message_available","has_options","image","image_label","isbn_number","is_used","manufacturer","media_gallery","meta_description","meta_keyword","meta_title","minimal_price","msrp","msrp_display_actual_price_type","msrp_enabled","name","news_from_date","news_to_date","options_container","page_layout","price","publisher","rental_return_date","rent_price","required_options","searchindex_weight","short_description","small_image","small_image_label","special_from_date","special_price","special_to_date","status","tax_class_id","thumbnail","thumbnail_label","updated_at","url_key","url_path","visibility","weight","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_group_price_website","_group_price_customer_group","_group_price_price","_media_attribute_id","_media_image","_media_lable","_media_position","_media_is_disabled"
"","","","","University of Melbourne/ACCT20001 - Cost Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30002 - Enterprise Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90009 - Strategic Cost Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90010 - Strategic Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780132984669","","Default","simple","University of Melbourne","Default Category","base","""Scott, William, R.""","2014","","","","Australia","2015-08-16 7:29","","","","","","7","Paperback","","","0","/9/7/9780132984669.jpg","","9780132984669","","","","","","","","113.95","Use config","Use config","Financial Accounting Theory","","","Block after Info Column","","104.83","Pearson Education","2016-7-10 0:00","113.95","0","","","/9/7/9780132984669.jpg","","","","","1","2","/9/7/9780132984669.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30001 - Financial Accounting Theory","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90013 - Financial Accounting","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780132340069","","Default","simple","University of Melbourne","Default Category","base","Robert Simons","","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Hardback","","","0","/9/7/9780132340069.jpg","","9780132340069","","","","","","","","180.52","Use config","Use config","Performance Measurement and Control Systems for Implementing Strategy: Text and Cases","","","Block after Info Column","","166.08","Pearson Education (us)","2016-7-10 0:00","","0","","","/9/7/9780132340069.jpg","","","","","1","2","/9/7/9780132340069.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30002 - Enterprise Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90010 - Strategic Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781742166148","","Default","simple","University of Melbourne","Default Category","base","Leslie G. Eldenburg","2010","","","","Australia","2015-08-16 7:29","","","","","","2nd","Paperback","","","0","/9/7/9781742166148.jpg","","9781742166148","","","","","","","","164.95","Use config","Use config","Management Accounting 2E","","","Block after Info Column","","148.46","John Wiley & Sons Australia Ltd","2016-7-10 0:00","87.42","0","","","/9/7/9781742166148.jpg","","","","","1","2","/9/7/9781742166148.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30002 - Enterprise Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90010 - Strategic Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780078025662","","Default","simple","University of Melbourne","Default Category","base","Ronald W. Hilton","2013","","","","Australia","2015-08-16 7:29","","","","","","10 Rev ed","Hardback","","","0","/9/7/9780078025662.jpg","","9780078025662","","","","","","","","187.95","Use config","Use config","Managerial Accounting: Creating Value in a Dynamic Business Environment","","","Block after Info Column","","159.76","McGraw Hill Higher Education","2016-7-10 0:00","82.33","0","","","/9/7/9780078025662.jpg","","","","","1","2","/9/7/9780078025662.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30002 - Enterprise Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90010 - Strategic Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780730302049","","Default","simple","University of Melbourne","Default Category","base","Philomena Leung","2011","","","","Australia","2015-08-16 7:29","","","","","","5th","Multiple copy pack","","","0","/9/7/9780730302049.jpg","","9780730302049","","","","","","","","155.95","Use config","Use config","Modern Auditing and Assurance Services 5E + Istudy Version 1","","","Block after Info Column","","140.36","John Wiley & Sons Australia Ltd","2016-7-10 0:00","30.00","0","","","/9/7/9780730302049.jpg","","","","","1","2","/9/7/9780730302049.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30004 - Auditing and Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780730309086","","Default","simple","University of Melbourne","Default Category","base","LEUNG","2013","","","","Australia","2015-08-16 7:29","","","","","","5th edition","Paperback","","","0","/9/7/9780730309086.jpg","","9780730309086","","","","","","","","166.95","Use config","Use config","Modern Auditing and Assurance Services 5E+auditing a Practical Approach 2E Istudy Version 2 Card","","","Block after Info Column","","144.86","John Wiley & Sons Australia Ltd","2016-7-10 0:00","88.52","0","","","/9/7/9780730309086.jpg","","","","","1","2","/9/7/9780730309086.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30004 - Auditing and Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780730315650","","Default","simple","University of Melbourne","Default Category","base","Leung","2015","","","","Australia","2015-08-16 7:29","","","","","","6th edition","Paperback","","","0","/9/7/9780730315650.jpg","","9780730315650","","","","","","","","160.99","Use config","Use config","Modern Auditing and Assurance Services 6E + istudy Card","","","Block after Info Column","","144.89","John Wiley","2016-7-10 0:00","","0","","","/9/7/9780730315650.jpg","","","","","1","2","/9/7/9780730315650.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT30004 - Auditing and Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90014 - Auditing and Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780078110962","","Default","simple","University of Melbourne","Default Category","base","K. R Subramanyam","2013","","","","Australia","2015-08-16 7:29","","","","","","11 Rev ed","Hardback","","","0","/9/7/9780078110962.jpg","","9780078110962","","","","","","","","204.95","Use config","Use config","Financial Statement Analysis","","","Block after Info Column","","174.21","McGraw Hill Higher Education","2016-7-10 0:00","83.23","0","","","/9/7/9780078110962.jpg","","","","","1","2","/9/7/9780078110962.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90002 - Financial Statement Analysis","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781118559154","","Default","simple","University of Melbourne","Default Category","base","Carlon Kimmel","2012","","","","Australia","2015-08-16 7:29","","","","","","4th","Multiple copy pack","","","0","/9/7/9781118559154.jpg","","9781118559154","","","","","","","","119.95","Use config","Use config","Accounting Building Business Skills 4E Binder Ready Version + Wileyplus/Istudy Version 1 Registratio…","","","Block after Info Column","","107.96","John Wiley & Sons Australia Ltd","2016-7-10 0:00","65.97","0","","","/9/7/9781118559154.jpg","","","","","1","2","/9/7/9781118559154.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90004 - Accounting for Decision Making","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780409326666","","Default","simple","University of Melbourne","Default Category","base","Roebuck","2010","","","","Australia","2015-08-16 7:29","","","","","","5th edition","Paperback","","","0","/9/7/9780409326666.jpg","","9780409326666","","","","","","","","79.00","Use config","Use config","Case Studies in Auditing and Assurance","","","Block after Info Column","","67.94","Butterworths","2016-7-10 0:00","39.50","0","","","/9/7/9780409326666.jpg","","","","","1","2","/9/7/9780409326666.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90007 - Advanced Auditing & Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780071013109","","Default","simple","University of Melbourne","Default Category","base","Grant Gay","2012","","","","Australia","2015-08-16 7:29","","","","","","5th","Paperback","","","0","/9/7/9780071013109.jpg","","9780071013109","","","","","","","","164.95","Use config","Use config","Auditing and Assurance Services","","","Block after Info Column","","80.00","McGraw-Hill Australia","2016-7-10 0:00","40.00","0","","","/9/7/9780071013109.jpg","","","","","1","2","/9/7/9780071013109.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90007 - Advanced Auditing & Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780409334180","","Default","simple","University of Melbourne","Default Category","base","Nonna Martinov-Bennie","2013","","","","Australia","2015-08-16 7:29","","","","","","6th edition","Paperback","","","0","/9/7/9780409334180.jpg","","9780409334180","","","","","","","","80.00","Use config","Use config","Auditing and Assurance: A Case Studies Approach 6th Edition","","","Block after Info Column","","68.80","Butterworths","2016-7-10 0:00","40.00","0","","","/9/7/9780409334180.jpg","","","","","1","2","/9/7/9780409334180.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90007 - Advanced Auditing & Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780273737612","","Default","simple","University of Melbourne","Default Category","base","Kenneth A. Merchant","2011","","","","Australia","2015-08-16 7:29","","","","","","3rd edition","Paperback","","","0","/9/7/9780273737612.jpg","","9780273737612","","","","","","","","110.95","Use config","Use config","""""""Management Control Systems: Performance Measurement, Evaluation and Incentives""""""","","","Block after Info Column","","102.07","Financial Times Prentice Hall","2016-7-10 0:00","61.02","0","","","/9/7/9780273737612.jpg","","","","","1","2","/9/7/9780273737612.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90010 - Strategic Performance Management","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781743073131","","Default","simple","University of Melbourne","Default Category","base","Craig Deegan","2012","","","","Australia","2015-08-16 7:29","","","","","","7th","Book","","","0","/9/7/9781743073131.jpg","","9781743073131","","","","","","","","187.95","Use config","Use config","Australian Financial Accounting + Connect Plus","","","Block after Info Column","","159.76","McGraw-Hill Australia","2016-7-10 0:00","80.08","0","","","/9/7/9781743073131.jpg","","","","","1","2","/9/7/9781743073131.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90012 - Corporate Reporting","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780730311119","","Default","simple","University of Melbourne","Default Category","base","""Janice Loftus, Ken Leo""","2015","","","","Australia","2015-08-16 7:29","","","","","","1st","Paperback","","","0","/9/7/9780730311119.jpg","","9780730311119","","","","","","","","159.95","Use config","Use config","Financial Reporting ","","","Block after Info Column","","143.96","John Wiley & Sons Australia Ltd","2016-7-10 0:00","87.97","0","","","/9/7/9780730311119.jpg","","","","","1","2","/9/7/9780730311119.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90012 - Corporate Reporting","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780730314417","","Default","simple","University of Melbourne","Default Category","base","Leung","2014","","","","Australia","2015-08-16 7:29","","","","","","6th","Paperback","","","0","/9/7/9780730314417.jpg","","9780730314417","","","","","","","","104.95","Use config","Use config","Modern Auditing And Assurance Services 6E Wiley EText: Powered By Vitalsource With iStudy Card","","","Block after Info Column","","94.46","John Wiley","2016-7-10 0:00","","0","","","/9/7/9780730314417.jpg","","","","","1","2","/9/7/9780730314417.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90014 - Auditing and Assurance Services","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781925159677","","Default","simple","University of Melbourne","Default Category","base","Rob Woellner","2015","","","","Australia","2015-08-16 7:29","","","","","","25 ed","Paperback","","","0","/9/7/9781925159677.jpg","","9781925159677","","","","","","","","145.00","Use config","Use config","Australian Taxation Law 2015","","","Block after Info Column","","116.00","CCH Australia Limited","2016-7-10 0:00","","0","","","/9/7/9781925159677.jpg","","","","","1","2","/9/7/9781925159677.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90016 - Taxation for Business Decision Making","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781925215267","","Default","simple","University of Melbourne","Default Category","base","CCH","2015","","","","Australia","2015-08-16 7:29","","","","","","2015","Paperback","","","0","/9/7/9781925215267.jpg","","9781925215267","","","","","","","","238.00","Use config","Use config","Foundations Student Taxpak 2 2015","","","Block after Info Column","","202.30","CCH","2016-7-10 0:00","","0","","","/9/7/9781925215267.jpg","","","","","1","2","/9/7/9781925215267.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ACCT90016 - Taxation for Business Decision Making","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781742664262","","Default","simple","University of Melbourne","Default Category","base","Robert Geddes","2011","","","","Australia","2015-08-16 7:29","","","","","","Rev ed","Paperback","","","0","/9/7/9781742664262.jpg","","9781742664262","","","","","","","","39.99","Use config","Use config","A Good Nose and Great Legs","","","Block after Info Column","","36.79","Murdoch Books","2016-7-10 0:00","","0","","","/9/7/9781742664262.jpg","","","","","1","2","/9/7/9781742664262.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/AGRI10039 - Australia in the Wine World Dookie","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/AGRI20030 - Australia in the Wine World Dookie","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780415827003","","Default","simple","University of Melbourne","Default Category","base","John Williams","2014","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Paperback","","","0","/9/7/9780415827003.jpg","","9780415827003","","","","","","","","82.99","Use config","Use config","Agricultural Supply Chains and the Challenge of Price Risk","","","Block after Info Column","","70.54","Routledge","2016-7-10 0:00","41.50","0","","","/9/7/9780415827003.jpg","","","","","1","2","/9/7/9780415827003.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/AGRI90016 - Managing Risk","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780070134676","","Default","simple","University of Melbourne","Default Category","base","Norman Eizenberg","2007","","","","Australia","2015-08-16 7:29","","","","","","2 Rev ed","Paperback","","","0","/9/7/9780070134676.jpg","","9780070134676","","","","","","","","89.95","Use config","Use config","General Anatomy: Principles and Applications","","","Block after Info Column","","76.46","McGraw-Hill Medical","2016-7-10 0:00","","0","","","/9/7/9780070134676.jpg","","","","","1","2","/9/7/9780070134676.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ANAT20006 - Principles in Human Structure","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOM20002 - Human Structure and Function","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780702051319","","Default","simple","University of Melbourne","Default Category","base","Richard Drake","2014","","","","Australia","2015-08-16 7:29","","","","","","3 Rev ed","Mixed media product","","","0","/9/7/9780702051319.jpg","","9780702051319","","","","","","","","93.00","Use config","Use config","Gray's Anatomy for Students","","","Block after Info Column","","82.77","Churchill Livingstone","2016-7-10 0:00","51.15","0","","","/9/7/9780702051319.jpg","","","","","1","2","/9/7/9780702051319.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ANAT20006 - Principles in Human Structure","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780443069529","","Default","simple","University of Melbourne","Default Category","base","Richard Drake","2009","","","","Australia","2015-08-16 7:29","","","","","","2nd","Paperback","","","0","/9/7/9780443069529.jpg","","9780443069529","","","","","","","","138.00","Use config","Use config","Gray's Anatomy for Students","","","Block after Info Column","","122.82","Churchill Livingstone","2016-7-10 0:00","","0","","","/9/7/9780443069529.jpg","","","","","1","2","/9/7/9780443069529.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/ANAT30007 - Human Locomotor Systems","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781429234139","","Default","simple","University of Melbourne","Default Category","base","Harvey Lodish","2012","","","","Australia","2015-08-16 7:29","","","","","","7","Hardback","","","0","/9/7/9781429234139.jpg","","9781429234139","","","","","","","","145.95","Use config","Use config","Molecular Cell Biology","","","Block after Info Column","","","W.H.Freeman & Co Ltd","2016-7-10 0:00","80.27","0","","","/9/7/9781429234139.jpg","","","","","1","2","/9/7/9781429234139.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BCMB30003 - Molecular Aspects of Cell Biology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780815344643","","Default","simple","University of Melbourne","Default Category","base","Bruce Alberts","2015","","","","Australia","2015-08-16 7:29","","","","","","6th","Paperback","","","0","/9/7/9780815344643.jpg","","9780815344643","","","","","","","","150.00","Use config","Use config","Molecular Biology of the Cell 6th Edition","","","Block after Info Column","","127.50","Taylor & Francis","2016-7-10 0:00","75.00","0","","","/9/7/9780815344643.jpg","","","","","1","2","/9/7/9780815344643.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BCMB30003 - Molecular Aspects of Cell Biology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOM20001 - Molecular and Cellular Biomedicine","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/CEDB20003 - Fundamentals of Cell Biology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/CEDB30002 - Concepts in Cell and Developmental Biology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MIIM20001 - Principles of Microbiology & Immunology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780521731676","","Default","simple","University of Melbourne","Default Category","base","Keith Wilson","2010","","","","Australia","2015-08-16 7:29","","","","","","7 Rev ed","Paperback","","","0","/9/7/9780521731676.jpg","","9780521731676","","","","","","","","65.95","Use config","Use config","Principles and Techniques of Biochemistry and Molecular Biology","","","Block after Info Column","","54.74","Cambridge University Press","2016-7-10 0:00","","0","","","/9/7/9780521731676.jpg","","","","","1","2","/9/7/9780521731676.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
